Freq.	S11(v1)	S12(v1)	S21(v1)	S22(v1)
2.77971326775938e+007	(-3.50176783051320e+001dB,7.76973716266689e+001°)	(-3.15913915849908e-002dB,-9.97127484086818e-001°)	(-3.15913915849888e-002dB,-9.97127484086817e-001°)	(-3.50176783051325e+001dB,7.76973716266689e+001°)
2.80543363795181e+007	(-3.49401248516631e+001dB,7.77663367691986e+001°)	(-3.16790256467712e-002dB,-1.00634483367173e+000°)	(-3.16790256467712e-002dB,-1.00634483367173e+000°)	(-3.49401248516638e+001dB,7.77663367691984e+001°)
2.83139199579947e+007	(-3.48625382609304e+001dB,7.78346467343105e+001°)	(-3.17674048008479e-002dB,-1.01564732284130e+000°)	(-3.17674048008459e-002dB,-1.01564732284130e+000°)	(-3.48625382609312e+001dB,7.78346467343101e+001°)
2.85759054337504e+007	(-3.47849190314095e+001dB,7.79023046361124e+001°)	(-3.18565388110718e-002dB,-1.02503573668904e+000°)	(-3.18565388110699e-002dB,-1.02503573668904e+000°)	(-3.47849190314112e+001dB,7.79023046361106e+001°)
2.88403150312670e+007	(-3.47072676548763e+001dB,7.79693135664221e+001°)	(-3.19464376048525e-002dB,-1.03451086751785e+000°)	(-3.19464376048506e-002dB,-1.03451086751785e+000°)	(-3.47072676548763e+001dB,7.79693135664236e+001°)
2.91071711806670e+007	(-3.46295846164473e+001dB,7.80356765932241e+001°)	(-3.20371112725380e-002dB,-1.04407351490480e+000°)	(-3.20371112725370e-002dB,-1.04407351490480e+000°)	(-3.46295846164480e+001dB,7.80356765932224e+001°)
2.93764965196163e+007	(-3.45518703947332e+001dB,7.81013967620580e+001°)	(-3.21285700752774e-002dB,-1.05372448576799e+000°)	(-3.21285700752774e-002dB,-1.05372448576799e+000°)	(-3.45518703947331e+001dB,7.81013967620589e+001°)
2.96483138952444e+007	(-3.44741254618602e+001dB,7.81664770941021e+001°)	(-3.22208244433235e-002dB,-1.06346459443209e+000°)	(-3.22208244433274e-002dB,-1.06346459443209e+000°)	(-3.44741254618616e+001dB,7.81664770941002e+001°)
2.99226463660829e+007	(-3.43963502836149e+001dB,7.82309205875316e+001°)	(-3.23138849839429e-002dB,-1.07329466269557e+000°)	(-3.23138849839409e-002dB,-1.07329466269557e+000°)	(-3.43963502836144e+001dB,7.82309205875337e+001°)
3.01995172040212e+007	(-3.43185453194726e+001dB,7.82947302153347e+001°)	(-3.24077624789540e-002dB,-1.08321551989959e+000°)	(-3.24077624789531e-002dB,-1.08321551989959e+000°)	(-3.43185453194718e+001dB,7.82947302153364e+001°)
3.04789498962809e+007	(-3.42407110227244e+001dB,7.83579089266006e+001°)	(-3.25024678925089e-002dB,-1.09322800299488e+000°)	(-3.25024678925080e-002dB,-1.09322800299488e+000°)	(-3.42407110227247e+001dB,7.83579089266009e+001°)
3.07609681474081e+007	(-3.41628478405548e+001dB,7.84204596458696e+001°)	(-3.25980123732300e-002dB,-1.10333295661147e+000°)	(-3.25980123732280e-002dB,-1.10333295661147e+000°)	(-3.41628478405546e+001dB,7.84204596458705e+001°)
3.10455958812846e+007	(-3.40849562141099e+001dB,7.84823852722477e+001°)	(-3.26944072556363e-002dB,-1.11353123312908e+000°)	(-3.26944072556334e-002dB,-1.11353123312908e+000°)	(-3.40849562141106e+001dB,7.84823852722481e+001°)
3.13328572431569e+007	(-3.40070365785994e+001dB,7.85436886801828e+001°)	(-3.27916640665680e-002dB,-1.12382369274524e+000°)	(-3.27916640665661e-002dB,-1.12382369274524e+000°)	(-3.40070365785990e+001dB,7.85436886801847e+001°)
3.16227766016849e+007	(-3.39290893633536e+001dB,7.86043727180739e+001°)	(-3.28897945251427e-002dB,-1.13421120354774e+000°)	(-3.28897945251427e-002dB,-1.13421120354774e+000°)	(-3.39290893633534e+001dB,7.86043727180742e+001°)
